QR_code,QC,QC_code,ID,Name_x,R,Date,Wave,Name_y,Country,Box_No,Position_Row_No,wave,timepoint,date_scanned,device,path
1PA83BIF08,,,6909,Col-0,1,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\1PA83BIF08
2FUNU8KDYA,,,6909,Col-0,2,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\2FUNU8KDYA
5KLTC1875J,,,6909,Col-0,3,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\5KLTC1875J
7FBG5FBD33,,,6909,Col-0,4,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\7FBG5FBD33
AG9PQYFX84,,,6909,Col-0,5,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\AG9PQYFX84
AK9E4VGBKN,,,6909,Col-0,6,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\AK9E4VGBKN
F5R5I3RGWU,,,6909,Col-0,7,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\F5R5I3RGWU
FU81ZMANZL,,,6909,Col-0,8,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\FU81ZMANZL
IZ5P35T21J,,,6909,Col-0,9,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\IZ5P35T21J
KL781U5LY3,,,6909,Col-0,10,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\KL781U5LY3
N284BGYJRR,,,6909,Col-0,11,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\N284BGYJRR
NZ5INZ8ZH3,,,6909,Col-0,12,8.3.2023,1,Col_0,USA,3,F5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\NZ5INZ8ZH3
2MLE9SERAW,,,9821,IP-Aru-0,1,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\2MLE9SERAW
85FNS872HC,,,9821,IP-Aru-0,2,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\85FNS872HC
9N9IR2O2IU,,,9821,IP-Aru-0,3,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\9N9IR2O2IU
BUY3SV9AGF,,,9821,IP-Aru-0,4,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\BUY3SV9AGF
EOVJ7WQ5AE,,,9821,IP-Aru-0,5,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\EOVJ7WQ5AE
HBBJTGDMHJ,,,9821,IP-Aru-0,6,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\HBBJTGDMHJ
HZPM53473L,,,9821,IP-Aru-0,7,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\HZPM53473L
M0KIY2SA02,,,9821,IP-Aru-0,8,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\M0KIY2SA02
P4GDMLRS5L,,,9821,IP-Aru-0,9,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\P4GDMLRS5L
Q1GAKZP075,,,9821,IP-Aru-0,10,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\Q1GAKZP075
TIHI2R0YJA,,,9821,IP-Aru-0,11,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\TIHI2R0YJA
VBR31MNG80,,,9821,IP-Aru-0,12,8.3.2023,1,IP_Aru_0,ESP,7,F4,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\VBR31MNG80
38ETURP11E,,,9822,IP-Aul-0,1,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\38ETURP11E
4VDT53XV7K,,,9822,IP-Aul-0,2,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\4VDT53XV7K
8S60J02E12,,,9822,IP-Aul-0,3,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\8S60J02E12
9DOL2E6NN3,,,9822,IP-Aul-0,4,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\9DOL2E6NN3
9FDI093Y6G,,,9822,IP-Aul-0,5,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\9FDI093Y6G
9W07YOSFHH,,,9822,IP-Aul-0,6,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\9W07YOSFHH
A4A1XU4L1G,,,9822,IP-Aul-0,7,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\A4A1XU4L1G
C13YFTFEUI,,,9822,IP-Aul-0,8,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\C13YFTFEUI
DM4KBKOFID,,,9822,IP-Aul-0,9,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\DM4KBKOFID
L82U130EG5,,,9822,IP-Aul-0,10,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\L82U130EG5
LEYZ2VGEAC,,,9822,IP-Aul-0,11,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\LEYZ2VGEAC
TY2V5BSH8R,,,9822,IP-Aul-0,12,8.3.2023,1,IP_Aul_0,ESP,7,G4,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\TY2V5BSH8R
1H4QWPERVI,,,9825,IP-Boa-0,1,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\1H4QWPERVI
56WMOS1TW0,,,9825,IP-Boa-0,2,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\56WMOS1TW0
5CH8EZWXLG,,,9825,IP-Boa-0,3,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\5CH8EZWXLG
5MD79BO3IR,,,9825,IP-Boa-0,4,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\5MD79BO3IR
F2S2BPEOB8,,,9825,IP-Boa-0,5,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\F2S2BPEOB8
GX8XCH0GZ1,,,9825,IP-Boa-0,6,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\GX8XCH0GZ1
IHLOAKPFLJ,,,9825,IP-Boa-0,7,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\IHLOAKPFLJ
IO4H0HM874,,,9825,IP-Boa-0,8,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\IO4H0HM874
J9RI12AXB9,,,9825,IP-Boa-0,9,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\J9RI12AXB9
KK8K5R2SOH,,,9825,IP-Boa-0,10,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\KK8K5R2SOH
KXFBZ7QYKF,,,9825,IP-Boa-0,11,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\KXFBZ7QYKF
MOQ252TRDJ,,,9825,IP-Boa-0,12,8.3.2023,1,IP_Boa_0,ESP,7,B5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\MOQ252TRDJ
600BBH1GVM,,,9827,IP-Bos-0,1,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\600BBH1GVM
CQM3TQCY6D,,,9827,IP-Bos-0,2,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\CQM3TQCY6D
ITGOZFOFD7,,,9827,IP-Bos-0,3,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\ITGOZFOFD7
MAKPLLUPGS,,,9827,IP-Bos-0,4,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\MAKPLLUPGS
OHETXZ41ZD,,,9827,IP-Bos-0,5,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\OHETXZ41ZD
OMLQGWI7K4,,,9827,IP-Bos-0,6,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\OMLQGWI7K4
OYRKCOSYP0,,,9827,IP-Bos-0,7,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\OYRKCOSYP0
QORSH7RA4R,,,9827,IP-Bos-0,8,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\QORSH7RA4R
RLJERWL7TZ,,,9827,IP-Bos-0,9,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\RLJERWL7TZ
RPXR1JPLYL,,,9827,IP-Bos-0,10,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\RPXR1JPLYL
SAISHJ30N4,,,9827,IP-Bos-0,11,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\SAISHJ30N4
ZSAS5QN4B3,,,9827,IP-Bos-0,12,8.3.2023,1,IP_Bos_0,ESP,7,D5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\ZSAS5QN4B3
0OJVXBFE19,,,9828,IP-Bra-0,1,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\0OJVXBFE19
35HNC15964,,,9828,IP-Bra-0,2,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\35HNC15964
AVSCVIAXAL,,,9828,IP-Bra-0,3,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\AVSCVIAXAL
BIIFA99Q86,,,9828,IP-Bra-0,4,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\BIIFA99Q86
BWRYF6NJJM,,,9828,IP-Bra-0,5,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\BWRYF6NJJM
H9NR5MZDVB,,,9828,IP-Bra-0,6,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\H9NR5MZDVB
K4XQ4M3T7R,,,9828,IP-Bra-0,7,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\K4XQ4M3T7R
KT4ZVGL6XZ,,,9828,IP-Bra-0,8,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\KT4ZVGL6XZ
NA7KIYSBSV,,,9828,IP-Bra-0,9,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\NA7KIYSBSV
OXLQM19LIV,,,9828,IP-Bra-0,10,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\OXLQM19LIV
Z312UHUFIK,,,9828,IP-Bra-0,11,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\Z312UHUFIK
ZUBM4RU3OP,,,9828,IP-Bra-0,12,8.3.2023,1,IP_Bra_0,ESP,7,E5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\ZUBM4RU3OP
0A3D0MAMI2,,,9830,IP-Bus-0,1,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\0A3D0MAMI2
1TQB61RI13,,,9830,IP-Bus-0,2,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\1TQB61RI13
75J7Y6UU38,,,9830,IP-Bus-0,3,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\75J7Y6UU38
8KS7VGJPOG,,,9830,IP-Bus-0,4,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\8KS7VGJPOG
D4H01M6C3J,,,9830,IP-Bus-0,5,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\D4H01M6C3J
J2QRVLJ780,,,9830,IP-Bus-0,6,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\J2QRVLJ780
MDKGJQ7691,,,9830,IP-Bus-0,7,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\MDKGJQ7691
PJ7IIN0YS5,,,9830,IP-Bus-0,8,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\PJ7IIN0YS5
QVEVPO8FS0,,,9830,IP-Bus-0,9,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\QVEVPO8FS0
RJS0WKFFDL,,,9830,IP-Bus-0,10,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\RJS0WKFFDL
VXEFAJF1QP,,,9830,IP-Bus-0,11,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\VXEFAJF1QP
WUAN183PYC,,,9830,IP-Bus-0,12,8.3.2023,1,IP_Bus_0,ESP,7,F5,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\WUAN183PYC
1O73V8MMLP,,,9838,IP-Cot-0,1,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\1O73V8MMLP
4BX1JKC84R,,,9838,IP-Cot-0,2,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\4BX1JKC84R
4U1XS4L0NV,,,9838,IP-Cot-0,3,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\4U1XS4L0NV
A29BORWEZS,,,9838,IP-Cot-0,4,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\A29BORWEZS
CM9EQ4BBA7,,,9838,IP-Cot-0,5,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\CM9EQ4BBA7
D982C059RP,,,9838,IP-Cot-0,6,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\D982C059RP
DMLK47EWYO,,,9838,IP-Cot-0,7,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\DMLK47EWYO
GDFJZIUITR,,,9838,IP-Cot-0,8,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\GDFJZIUITR
H3OK51Z8BK,,,9838,IP-Cot-0,9,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\H3OK51Z8BK
KJ2NMEG0YU,,,9838,IP-Cot-0,10,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\KJ2NMEG0YU
O401CC12Y0,,,9838,IP-Cot-0,11,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\O401CC12Y0
QKX2T5UIPF,,,9838,IP-Cot-0,12,8.3.2023,1,IP_Cot_0,ESP,7,F6,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\QKX2T5UIPF
3D5X3XQ6BN,,,9840,IP-Dar-0,1,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\3D5X3XQ6BN
6P7V40VD2H,,,9840,IP-Dar-0,2,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\6P7V40VD2H
8WQZL45QHH,,,9840,IP-Dar-0,3,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\8WQZL45QHH
9UV2VAADTQ,,,9840,IP-Dar-0,4,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\9UV2VAADTQ
BUI7UV31XU,,,9840,IP-Dar-0,5,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\BUI7UV31XU
GBCVSFKY04,,,9840,IP-Dar-0,6,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\GBCVSFKY04
GZ7KIJDW6R,,,9840,IP-Dar-0,7,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\GZ7KIJDW6R
P4QKN84IR9,,,9840,IP-Dar-0,8,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\P4QKN84IR9
R68LB62EW3,,,9840,IP-Dar-0,9,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\R68LB62EW3
ROITP4D75A,,,9840,IP-Dar-0,10,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\ROITP4D75A
UPMKV11NT1,,,9840,IP-Dar-0,11,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\UPMKV11NT1
XNGK6XTXG2,,,9840,IP-Dar-0,12,8.3.2023,1,IP_Dar_0,ESP,7,H6,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\XNGK6XTXG2
79RNDW1R1J,,,9844,IP-Esn-2,1,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\79RNDW1R1J
BHV0VIZD5S,,,9844,IP-Esn-2,2,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\BHV0VIZD5S
CZXLP0BMUO,,,9844,IP-Esn-2,3,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\CZXLP0BMUO
DSMLIH0MU6,,,9844,IP-Esn-2,4,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\DSMLIH0MU6
E9Z1589DXJ,,,9844,IP-Esn-2,5,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\E9Z1589DXJ
FYAQS6AZSR,,,9844,IP-Esn-2,6,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\FYAQS6AZSR
JUZK2OGY2W,,,9844,IP-Esn-2,7,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\JUZK2OGY2W
KW0DL497EM,,,9844,IP-Esn-2,8,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\KW0DL497EM
NUZ1WBZHW9,,,9844,IP-Esn-2,9,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\NUZ1WBZHW9
TAQNLW6SL3,,,9844,IP-Esn-2,10,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\TAQNLW6SL3
U86B9OHR0C,,,9844,IP-Esn-2,11,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\U86B9OHR0C
XWF31IY9A6,,,9844,IP-Esn-2,12,8.3.2023,1,IP_Esn_2,ESP,7,C7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\XWF31IY9A6
2ICSD0P9F1,,,9848,IP-Glo-1,1,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\2ICSD0P9F1
4953V2M50D,,,9848,IP-Glo-1,2,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\4953V2M50D
6NXVG2B53Q,,,9848,IP-Glo-1,3,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\6NXVG2B53Q
E16J9WG52M,,,9848,IP-Glo-1,4,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\E16J9WG52M
E1GW9Q8CGY,,,9848,IP-Glo-1,5,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\E1GW9Q8CGY
GYHPIXHO7P,,,9848,IP-Glo-1,6,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\GYHPIXHO7P
H825FQ48XX,,,9848,IP-Glo-1,7,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\H825FQ48XX
I56KQST2Y1,,,9848,IP-Glo-1,8,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\I56KQST2Y1
IL1SFXLI48,,,9848,IP-Glo-1,9,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\IL1SFXLI48
MQHQH86Y75,,,9848,IP-Glo-1,10,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\MQHQH86Y75
QSW05TEOWC,,,9848,IP-Glo-1,11,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,SlowScanner,Images\W1\Day_20_8-23-23_SlowScanner\QSW05TEOWC
TD7XHD5R6V,,,9848,IP-Glo-1,12,8.3.2023,1,IP_Glo_1,ESP,7,G7,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\TD7XHD5R6V
2A6QAAHDLN,,,9578,IP-Sac-0,1,8.3.2023,1,IP_Sac_0,ESP,5,H17,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\2A6QAAHDLN
8U9377352D,,,9578,IP-Sac-0,2,8.3.2023,1,IP_Sac_0,ESP,5,H17,1,20,8/23/2023,FastScanner,Images\W1\Day_20_8-23-23_FastScanner\8U9377352D
