QR_code,QC,QC_code,ID,Name_x,R,Date,Wave,Name_y,Country,Box_No,Position_Row_No,wave,timepoint,date_scanned,device,path
2DU35IC8JX,,,9363,EdJ-2,12,9.6.2023,6,EdJ_2,SWE,5,H4,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\2DU35IC8JX
9SMOHVYKZ5,,,9369,EkS-2,1,9.6.2023,6,EkS_2,SWE,5,J4,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\9SMOHVYKZ5
TLNO4XNEIQ,,,9369,EkS-2,2,9.6.2023,6,EkS_2,SWE,5,J4,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\TLNO4XNEIQ
39V75KZKRM,,,9369,EkS-2,3,9.6.2023,6,EkS_2,SWE,5,J4,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\39V75KZKRM
GGXT3ZYY7H,,,9369,EkS-2,4,9.6.2023,6,EkS_2,SWE,5,J4,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\GGXT3ZYY7H
NCAQJYMA8T,,,9369,EkS-2,5,9.6.2023,6,EkS_2,SWE,5,J4,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\NCAQJYMA8T
YFMPPCE1RN,,,9369,EkS-2,6,9.6.2023,6,EkS_2,SWE,5,J4,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\YFMPPCE1RN
KUNC74PMXU,,,9369,EkS-2,7,9.6.2023,6,EkS_2,SWE,5,J4,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\KUNC74PMXU
QNBMS6PEZY,1,cont,9369,EkS-2,8,9.6.2023,6,EkS_2,SWE,5,J4,,,,,
PREEGZZJUA,,,9369,EkS-2,9,9.6.2023,6,EkS_2,SWE,5,J4,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\PREEGZZJUA
AP3DSOLHPX,,,9369,EkS-2,10,9.6.2023,6,EkS_2,SWE,5,J4,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\AP3DSOLHPX
2RKM1VLW8W,,,9369,EkS-2,11,9.6.2023,6,EkS_2,SWE,5,J4,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\2RKM1VLW8W
5G71V9HECL,,,9369,EkS-2,12,9.6.2023,6,EkS_2,SWE,5,J4,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\5G71V9HECL
JD01NUFMAC,,,9380,FlyA-3,1,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\JD01NUFMAC
S5J6A3ZEH4,,,9380,FlyA-3,2,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\S5J6A3ZEH4
PZBCKPXPAK,,,9380,FlyA-3,3,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\PZBCKPXPAK
RB7Q12FIU4,,,9380,FlyA-3,4,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\RB7Q12FIU4
25RUGLL2J4,,,9380,FlyA-3,5,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\25RUGLL2J4
0OI8TLZ6NZ,,,9380,FlyA-3,6,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\0OI8TLZ6NZ
TXDJ7KLDRL,,,9380,FlyA-3,7,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\TXDJ7KLDRL
NZCGES2HPT,,,9380,FlyA-3,8,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\NZCGES2HPT
VTS7I0DM9Z,,,9380,FlyA-3,9,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\VTS7I0DM9Z
UH2WSSRFCE,,,9380,FlyA-3,10,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\UH2WSSRFCE
RREB8B5R9Z,,,9380,FlyA-3,11,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\RREB8B5R9Z
HC0GDEB9SB,,,9380,FlyA-3,12,9.6.2023,6,FlyA_3,SWE,5,D5,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\HC0GDEB9SB
2F725TGT37,,,9390,Hadd-1,1,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\2F725TGT37
FY6MUY2ZMP,,,9390,Hadd-1,2,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\FY6MUY2ZMP
9MIJV0RGXP,,,9390,Hadd-1,3,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\9MIJV0RGXP
1OY048RQ6R,,,9390,Hadd-1,4,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\1OY048RQ6R
IUMXYSOBJB,,,9390,Hadd-1,5,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\IUMXYSOBJB
15EEY5B0NC,,,9390,Hadd-1,6,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\15EEY5B0NC
P0GSYHS6JH,,,9390,Hadd-1,7,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\P0GSYHS6JH
5FYRANR7XC,,,9390,Hadd-1,8,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\5FYRANR7XC
9HAFPIR39L,,,9390,Hadd-1,9,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\9HAFPIR39L
TCMCA1TRKI,,,9390,Hadd-1,10,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\TCMCA1TRKI
BC51CC3L7H,,,9390,Hadd-1,11,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\BC51CC3L7H
YDQX368A9D,,,9390,Hadd-1,12,9.6.2023,6,Hadd_1,SWE,5,B6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\YDQX368A9D
YERBWV524P,,,9392,Hadd-3,1,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\YERBWV524P
W0PLH6YEBT,,,9392,Hadd-3,2,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\W0PLH6YEBT
09O1ANV8VU,,,9392,Hadd-3,3,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\09O1ANV8VU
R3L7T4KPPO,,,9392,Hadd-3,4,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\R3L7T4KPPO
W2ABCH1JIH,,,9392,Hadd-3,5,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\W2ABCH1JIH
HQ9ATFYIUK,,,9392,Hadd-3,6,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\HQ9ATFYIUK
5IUVHMCKZL,,,9392,Hadd-3,7,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\5IUVHMCKZL
C2GJ999QZ6,,,9392,Hadd-3,8,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\C2GJ999QZ6
R2D7KJIQDF,,,9392,Hadd-3,9,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\R2D7KJIQDF
5VVNRQGOYZ,,,9392,Hadd-3,10,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\5VVNRQGOYZ
3VZN36GUIV,,,9392,Hadd-3,11,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\3VZN36GUIV
WABUDENVHE,,,9392,Hadd-3,12,9.6.2023,6,Hadd_3,SWE,5,D6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\WABUDENVHE
MKDQ2FQHT3,,,9402,Hel-3,1,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\MKDQ2FQHT3
59RL7TVL9S,,,9402,Hel-3,2,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\59RL7TVL9S
5NZBM4WITA,,,9402,Hel-3,3,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\5NZBM4WITA
S8WZM8PYQS,,,9402,Hel-3,4,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\S8WZM8PYQS
8XXMLA11AK,,,9402,Hel-3,5,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\8XXMLA11AK
M9SDGFT93M,,,9402,Hel-3,6,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\M9SDGFT93M
S0EZFCFKMU,,,9402,Hel-3,7,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\S0EZFCFKMU
T3WG79FPA8,,,9402,Hel-3,8,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\T3WG79FPA8
EXRU2R4CAX,,,9402,Hel-3,9,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\EXRU2R4CAX
MC05THYWKQ,,,9402,Hel-3,10,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\MC05THYWKQ
K0R2LC2LHU,,,9402,Hel-3,11,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\K0R2LC2LHU
BRZZXL5VVS,,,9402,Hel-3,12,9.6.2023,6,Hel_3,SWE,5,H6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\BRZZXL5VVS
91BXK19YMA,,,9404,HolA-1-1,1,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\91BXK19YMA
C9LFC1YUJ5,,,9404,HolA-1-1,2,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\C9LFC1YUJ5
F9UHL4JZVF,,,9404,HolA-1-1,3,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\F9UHL4JZVF
4WD74LZ8CA,,,9404,HolA-1-1,4,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\4WD74LZ8CA
RV3BLKGRVJ,,,9404,HolA-1-1,5,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\RV3BLKGRVJ
M5KA7QZTT3,,,9404,HolA-1-1,6,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\M5KA7QZTT3
V5V6ZD5ZYW,,,9404,HolA-1-1,7,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\V5V6ZD5ZYW
AQECXND8CI,,,9404,HolA-1-1,8,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\AQECXND8CI
SHUBBTC6OO,,,9404,HolA-1-1,9,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\SHUBBTC6OO
8SDT0TGBFS,,,9404,HolA-1-1,10,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\8SDT0TGBFS
Y3QHIS7OLF,,,9404,HolA-1-1,11,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\Y3QHIS7OLF
MGQ4E0H4C8,,,9404,HolA-1-1,12,9.6.2023,6,HolA_1_1,SWE,5,J6,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\MGQ4E0H4C8
M4UWYQLJRJ,,,9413,Kor-4,1,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\M4UWYQLJRJ
FMGYTF0ETP,,,9413,Kor-4,2,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\FMGYTF0ETP
337RAWQ3WP,,,9413,Kor-4,3,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\337RAWQ3WP
XJF60G25T2,,,9413,Kor-4,4,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\XJF60G25T2
5HSEB2J9KB,,,9413,Kor-4,5,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\5HSEB2J9KB
Q7SVBQ3HMQ,,,9413,Kor-4,6,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\Q7SVBQ3HMQ
KUVC0G6ZB1,,,9413,Kor-4,7,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\KUVC0G6ZB1
NM4ONXR9Q4,,,9413,Kor-4,8,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\NM4ONXR9Q4
IEW8VC1GNE,,,9413,Kor-4,9,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\IEW8VC1GNE
XSQ8BWRQCW,,,9413,Kor-4,10,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\XSQ8BWRQCW
PLZXJ8OVU7,,,9413,Kor-4,11,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\PLZXJ8OVU7
UW4DFKTZG2,,,9413,Kor-4,12,9.6.2023,6,Kor_4,SWE,5,G7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\UW4DFKTZG2
03ZY4TWQB9,,,9421,Lan-1,1,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\03ZY4TWQB9
QMY40Q0UPD,,,9421,Lan-1,2,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\QMY40Q0UPD
246CV1PA7X,,,9421,Lan-1,3,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\246CV1PA7X
O5XWJD9AOD,,,9421,Lan-1,4,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\O5XWJD9AOD
OBPRMGWA35,,,9421,Lan-1,5,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\OBPRMGWA35
RKQV3MMP9M,,,9421,Lan-1,6,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\RKQV3MMP9M
54QAYUW8XE,,,9421,Lan-1,7,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\54QAYUW8XE
EZGU42AZ81,,,9421,Lan-1,8,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\EZGU42AZ81
2HN51T89JI,,,9421,Lan-1,9,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\2HN51T89JI
IF1B5YDH8A,,,9421,Lan-1,10,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\IF1B5YDH8A
WGSOKHREP3,,,9421,Lan-1,11,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\WGSOKHREP3
ENV3UZL08C,,,9421,Lan-1,12,9.6.2023,6,Lan_1,SWE,5,J7,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\ENV3UZL08C
IQM4KVJPYK,,,9436,Puk-1,1,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\IQM4KVJPYK
DI3GI7R3EZ,,,9436,Puk-1,2,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\DI3GI7R3EZ
ZASFH2NSIG,,,9436,Puk-1,3,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\ZASFH2NSIG
W39BHSW459,,,9436,Puk-1,4,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\W39BHSW459
QT35BBHRXD,,,9436,Puk-1,5,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\QT35BBHRXD
7F6OFVODY9,,,9436,Puk-1,6,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\7F6OFVODY9
5PAGL26S0J,,,9436,Puk-1,7,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\5PAGL26S0J
GLMXKIEUS4,,,9436,Puk-1,8,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\GLMXKIEUS4
OJ6GAVNBRK,,,9436,Puk-1,9,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\OJ6GAVNBRK
1G9RONO0O0,,,9436,Puk-1,10,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\1G9RONO0O0
RIBLMXM3DT,,,9436,Puk-1,11,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\RIBLMXM3DT
C7D17XNASI,,,9436,Puk-1,12,9.6.2023,6,Puk_1,SWE,5,D8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\C7D17XNASI
0NHKIJ8V8F,,,9442,Sim-1,1,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\0NHKIJ8V8F
0IMQSJ7CNK,,,9442,Sim-1,2,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\0IMQSJ7CNK
EOLBFSCD3V,,,9442,Sim-1,3,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\EOLBFSCD3V
9E5BSJIE82,,,9442,Sim-1,4,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\9E5BSJIE82
4SV8JNKY9B,,,9442,Sim-1,5,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\4SV8JNKY9B
RQP3HRT6L2,,,9442,Sim-1,6,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\RQP3HRT6L2
PLHJXR95VR,,,9442,Sim-1,7,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\PLHJXR95VR
Y47TPHJQZQ,,,9442,Sim-1,8,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\Y47TPHJQZQ
32PJYETXR9,,,9442,Sim-1,9,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\32PJYETXR9
NRUO19ZQ8A,,,9442,Sim-1,10,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\NRUO19ZQ8A
H9ZZ1GYKZZ,,,9442,Sim-1,11,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\H9ZZ1GYKZZ
RQL0BE2EVD,,,9442,Sim-1,12,9.6.2023,6,Sim_1,SWE,5,E8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\RQL0BE2EVD
JVR6L8AJLZ,,,9450,Spro-1,1,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\JVR6L8AJLZ
GYD5PV9B1W,,,9450,Spro-1,2,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\GYD5PV9B1W
G27AR099Q9,,,9450,Spro-1,3,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\G27AR099Q9
7S11F1ZV39,,,9450,Spro-1,4,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\7S11F1ZV39
XCYCU8VX6P,,,9450,Spro-1,5,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\XCYCU8VX6P
PINPZRFZ19,,,9450,Spro-1,6,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\PINPZRFZ19
QAKDF1CFKU,,,9450,Spro-1,7,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\QAKDF1CFKU
5INYEIQQAL,,,9450,Spro-1,8,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\5INYEIQQAL
2GE8JEG0HC,,,9450,Spro-1,9,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\2GE8JEG0HC
SDQYGU7YOP,,,9450,Spro-1,10,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\SDQYGU7YOP
98J3BS39W8,,,9450,Spro-1,11,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\98J3BS39W8
FXXQNYTU7O,,,9450,Spro-1,12,9.6.2023,6,Spro_1,SWE,5,F8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\FXXQNYTU7O
NZKAIRH8HT,,,9452,Spro-3,1,9.6.2023,6,Spro_3,SWE,5,H8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\NZKAIRH8HT
E99T34MJK4,,,9452,Spro-3,2,9.6.2023,6,Spro_3,SWE,5,H8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\E99T34MJK4
4FQ1JD8VEH,,,9452,Spro-3,3,9.6.2023,6,Spro_3,SWE,5,H8,6,20,9/27/2023,FastScanner,Images\W6\Day_20_9-27-23_FastScanner\4FQ1JD8VEH
FYLJKS2PIB,,,9452,Spro-3,4,9.6.2023,6,Spro_3,SWE,5,H8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\FYLJKS2PIB
NT9KC6BQOT,,,9452,Spro-3,5,9.6.2023,6,Spro_3,SWE,5,H8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\NT9KC6BQOT
PUK4UMRQC3,,,9452,Spro-3,6,9.6.2023,6,Spro_3,SWE,5,H8,6,20,9/27/2023,SlowScanner,Images\W6\Day_20_9-27-23_SlowScanner\PUK4UMRQC3
